EmployeeNumber,Attrition,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes
14,0,-0.09426955166366942,0.27908083180917354,0.9950865624889357,0.08504925188071055,-1.5756862740979403,0.8839408617615578,1.7855109940078144,-0.9614863916702531,-0.6608531809232983,-1.1419291952517898,0.48559167242765783,-1.0785044383346125,-0.5732416262379573,-0.42623001504290287,0.26623257679518353,0.24198831185855807,1.707499689688721,0.33809616377248186,-0.026393511770457165,-0.9733423721381878,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,-0.8374896350934076,-0.3482548844322107,1.4724481139503225,-0.24305927219151896,-0.31409347099260015,-0.816496580927726,0.816496580927726,-0.3127845978150477,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,-0.534873105367193,1.0882323412438057,-0.6855654600401044,0.6282411217206918,-0.6282411217206918
15,0,-0.8445096155615676,-2.24078451873412,0.9242532380931132,-0.8916882501868245,1.1697805251007627,-0.7300513598108507,-1.0261667362455194,-0.05778754527941421,0.24620020465769926,-0.318243528674827,0.0719904205156417,-1.0785044383346125,-0.9191105339903898,-0.42623001504290287,1.1914379855160337,-0.9320143892374165,0.1557070814399298,0.33809616377248186,0.6487547716317403,-0.9733423721381878,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,1.194044628251987,-0.3482548844322107,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,1.224744871391589,-1.224744871391589,-0.3127845978150477,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,-0.534873105367193,-0.9189214123677304,1.4586499149789454,-1.5917455343596372,1.5917455343596372
16,0,-0.5789382532193352,-0.0066898894759058304,1.5356121941788148,-1.8684257522543597,-1.5756862740979403,-2.0875062461432448,0.3796721288811475,-0.9614863916702531,0.24620020465769926,-0.8675913708674631,0.3548839633021086,-0.6780493930322936,0.5996665547016401,-0.42623001504290287,1.1914379855160337,0.24198831185855807,-1.3960855268088614,-1.0778621289498782,-0.026393511770457165,1.0143927182504924,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,1.194044628251987,-0.3482548844322107,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,-0.816496580927726,0.816496580927726,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,2.0085433964299764,-0.5338211638414452,-0.2446249870365339,1.86960232243028,-0.9189214123677304,-0.6855654600401044,0.6282411217206918,-0.6282411217206918
18,0,-0.21019067973652353,1.051094582615167,1.1849723829470666,-0.8916882501868245,-0.6605306743650393,1.1900645320238963,0.3796721288811475,-0.9614863916702531,1.1532535902386967,-1.0027579982963384,-0.5126449125576584,-1.0785044383346125,-1.2926774131267929,-0.42623001504290287,0.26623257679518353,0.24198831185855807,-0.6201892226844657,0.33809616377248186,-0.942512647787996,-0.11727146504788616,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,-0.8374896350934076,-0.3482548844322107,1.4724481139503225,-0.24305927219151896,-0.31409347099260015,-0.816496580927726,0.816496580927726,-0.3127845978150477,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,1.86960232243028,-0.9189214123677304,-0.6855654600401044,0.6282411217206918,-0.6282411217206918
19,1,-0.9840120569769012,-2.836660412461834,1.44569152780102,0.08504925188071055,0.2546249253678617,-0.6698184446602646,-1.0261667362455194,-0.9614863916702531,0.24620020465769926,-1.4116421175699747,0.1046489779700165,0.9237707881769818,-0.25124537657134777,-0.42623001504290287,-0.6589728319256667,-0.9320143892374165,0.9316033855643254,0.33809616377248186,-0.2673643643857992,-0.9733423721381878,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,1.194044628251987,-0.3482548844322107,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,-0.816496580927726,0.816496580927726,-0.3127845978150477,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,-0.534873105367193,-0.9189214123677304,1.4586499149789454,-1.5917455343596372,1.5917455343596372
20,0,-0.8445096155615676,1.0987933631554874,1.2963320365337838,1.0617867539482457,-0.6605306743650393,-0.6107551749070009,1.7855109940078144,0.8459113011114247,-1.5679065665042957,0.9873508500701134,-0.27272390932758506,-0.6780493930322936,-1.2926774131267929,-0.42623001504290287,0.26623257679518353,0.24198831185855807,-1.3960855268088614,0.33809616377248186,0.7747243810088977,1.7403381992547586,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,1.194044628251987,-0.3482548844322107,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,1.224744871391589,-1.224744871391589,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,3.0229010957162923,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,1.86960232243028,-0.9189214123677304,-0.6855654600401044,0.6282411217206918,-0.6282411217206918
21,0,-0.4523150959232414,-1.0610933022623117,-0.22173983491699156,-0.8916882501868245,-1.5756862740979403,0.737326320900294,1.7855109940078144,-0.9614863916702531,-0.6608531809232983,-0.6796954360570909,0.34265687860809113,-1.0785044383346125,-0.9191105339903898,-0.42623001504290287,1.1914379855160337,1.4159910129545328,1.707499689688721,-1.0778621289498782,0.177344441121138,-0.9733423721381878,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,1.194044628251987,-0.3482548844322107,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,-0.816496580927726,0.816496580927726,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,2.0085433964299764,-0.5338211638414452,-0.2446249870365339,1.86960232243028,-0.9189214123677304,-0.6855654600401044,-1.5917455343596372,1.5917455343596372
22,0,-1.9378589898359648,0.7763727221398864,0.9950865624889357,-0.8916882501868245,1.1697805251007627,1.2856220079980225,1.7855109940078144,-0.9614863916702531,1.1532535902386967,-0.8552315754184336,-0.795010000301562,-0.6780493930322936,-0.5732416262379573,-0.42623001504290287,-0.6589728319256667,1.4159910129545328,-0.6201892226844657,-1.0778621289498782,-1.4784079885513208,-0.9733423721381878,2.966479394838265,-0.48185865349153717,-1.562889295765913,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,-0.8374896350934076,-0.3482548844322107,1.4724481139503225,-0.24305927219151896,-0.31409347099260015,-0.816496580927726,0.816496580927726,-0.3127845978150477,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,1.86960232243028,-0.9189214123677304,-0.6855654600401044,-1.5917455343596372,1.5917455343596372
23,0,1.5741901410056747,0.9007767690373604,-1.0316074699401947,1.0617867539482457,-1.5756862740979403,0.6612807895740749,-1.0261667362455194,1.7496101475022634,1.1532535902386967,1.643139481531159,0.9434288684637616,-0.27759434772997477,0.3329028369915253,-0.42623001504290287,0.26623257679518353,-0.9320143892374165,0.1557070814399298,0.33809616377248186,1.9116356489170825,0.7387994420424154,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,-1.3740508422516025,1.515243916193211,-0.13678822577626595,1.194044628251987,-0.3482548844322107,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,1.224744871391589,-1.224744871391589,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,3.662207627358443,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,-0.534873105367193,1.0882323412438057,-0.6855654600401044,0.6282411217206918,-0.6282411217206918
24,0,0.2351004206837033,-0.9020713246387343,-1.0316074699401947,0.08504925188071055,1.1697805251007627,-0.9836700994471858,0.3796721288811475,-0.9614863916702531,1.1532535902386967,-0.41040912021823284,-1.6337123952734152,0.9237707881769818,-1.2926774131267929,-0.42623001504290287,0.26623257679518353,-0.9320143892374165,0.1557070814399298,0.33809616377248186,-0.5622888525337819,-0.11727146504788616,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,1.194044628251987,-0.3482548844322107,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,-0.816496580927726,0.816496580927726,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,2.0085433964299764,-0.5338211638414452,-0.2446249870365339,-0.534873105367193,-0.9189214123677304,1.4586499149789454,-1.5917455343596372,1.5917455343596372
26,0,-1.5947496794594676,8.149655489701132e-05,0.5881278001062118,-0.8916882501868245,-1.5756862740979403,1.2856220079980225,1.7855109940078144,-0.05778754527941421,0.24620020465769926,-0.38504962081773697,-0.6104544541492,-1.0785044383346125,0.8520033846336441,-0.42623001504290287,1.1914379855160337,0.24198831185855807,1.707499689688721,-1.0778621289498782,-0.2673643643857992,-0.11727146504788616,2.966479394838265,-0.48185865349153717,-1.562889295765913,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,-0.8374896350934076,-0.3482548844322107,-0.6791410784025343,4.114222802461321,-0.31409347099260015,1.224744871391589,-1.224744871391589,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,3.0229010957162923,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,1.86960232243028,-0.9189214123677304,-0.6855654600401044,0.6282411217206918,-0.6282411217206918
27,1,0.018475252116491363,0.8995320649758203,0.3751047479238639,1.0617867539482457,0.2546249253678617,0.8115168969513011,-1.0261667362455194,-0.9614863916702531,-1.5679065665042957,-0.6307467094475551,-0.8696202223634377,1.7246808787816195,1.9423059669967295,2.346151056253851,-0.6589728319256667,-0.9320143892374165,0.9316033855643254,0.33809616377248186,-0.026393511770457165,-0.9733423721381878,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,-1.3740508422516025,1.515243916193211,-0.13678822577626595,1.194044628251987,-0.3482548844322107,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,-0.816496580927726,0.816496580927726,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,4.087889843610512,-0.534873105367193,-0.9189214123677304,1.4586499149789454,0.6282411217206918,-0.6282411217206918
28,0,-0.21019067973652353,-0.71785567515439,0.11438560306990993,1.0617867539482457,-1.5756862740979403,-0.4959618225327607,0.3796721288811475,0.8459113011114247,-0.6608531809232983,1.2641317381071397,0.8903373521128518,-1.0785044383346125,-1.2926774131267929,-0.42623001504290287,0.26623257679518353,-0.9320143892374165,0.9316033855643254,0.33809616377248186,0.9955165128995432,0.38349791355828533,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,1.194044628251987,-0.3482548844322107,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,1.224744871391589,-1.224744871391589,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,4.168333000133267,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,-0.534873105367193,-0.9189214123677304,1.4586499149789454,0.6282411217206918,-0.6282411217206918
30,0,-2.1207747885925836,-0.822581094408077,0.9242532380931132,-0.8916882501868245,0.2546249253678617,1.2856220079980225,0.3796721288811475,-0.9614863916702531,1.1532535902386967,-2.1616835726385,0.7335842058763273,-0.6780493930322936,-0.25124537657134777,-0.42623001504290287,1.1914379855160337,-0.9320143892374165,2.4833959938131165,0.33809616377248186,-2.39452712456886,-0.9733423721381878,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,1.194044628251987,-0.3482548844322107,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,-0.816496580927726,0.816496580927726,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,2.0085433964299764,-0.5338211638414452,-0.2446249870365339,-0.534873105367193,-0.9189214123677304,1.4586499149789454,0.6282411217206918,-0.6282411217206918
31,1,-0.21019067973652353,0.05753497697315837,-0.041631410602158754,-1.8684257522543597,-0.6605306743650393,0.8479444319624337,0.3796721288811475,-0.9614863916702531,-1.5679065665042957,-0.8424637642750622,0.5441946365743877,-0.27759434772997477,-1.2926774131267929,-0.42623001504290287,0.26623257679518353,-0.9320143892374165,-0.6201892226844657,0.33809616377248186,-0.2673643643857992,-0.11727146504788616,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,-0.8374896350934076,-0.3482548844322107,1.4724481139503225,-0.24305927219151896,-0.31409347099260015,-0.816496580927726,0.816496580927726,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,2.0085433964299764,-0.5338211638414452,-0.2446249870365339,-0.534873105367193,-0.9189214123677304,1.4586499149789454,0.6282411217206918,-0.6282411217206918
32,0,1.5741901410056747,0.9772042101157662,-0.22173983491699156,0.08504925188071055,0.2546249253678617,-0.22661224640897146,0.3796721288811475,2.6533089938931025,0.24620020465769926,1.9642456859533726,-0.19121959361293062,0.523315742874663,-1.2926774131267929,-0.42623001504290287,1.1914379855160337,0.24198831185855807,0.1557070814399298,-1.0778621289498782,1.1846501123950648,1.0143927182504924,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,-0.8374896350934076,-0.3482548844322107,-0.6791410784025343,4.114222802461321,-0.31409347099260015,1.224744871391589,-1.224744871391589,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,3.662207627358443,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,1.86960232243028,-0.9189214123677304,-0.6855654600401044,0.6282411217206918,-0.6282411217206918
33,1,-0.4523150959232414,0.7790712411048148,0.9950865624889357,-1.8684257522543597,-0.6605306743650393,0.4210246757930263,-2.432005601372186,-0.9614863916702531,-1.5679065665042957,-0.41998211256617957,-1.5018644944043889,-0.6780493930322936,1.7436762254776932,2.346151056253851,-0.6589728319256667,-0.9320143892374165,1.707499689688721,0.33809616377248186,0.7747243810088977,1.429952502512088,-0.337099931231621,2.075297377672938,-1.562889295765913,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,1.194044628251987,-0.3482548844322107,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,1.224744871391589,-1.224744871391589,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,2.0085433964299764,-0.5338211638414452,-0.2446249870365339,-0.534873105367193,-0.9189214123677304,1.4586499149789454,-1.5917455343596372,1.5917455343596372
35,0,0.6368756848523248,0.0400874685787769,0.25200236211931026,1.0617867539482457,0.2546249253678617,-0.7915011834866731,0.3796721288811475,-0.05778754527941421,-0.6608531809232983,0.4152204035701731,0.8814120732894061,-1.0785044383346125,-1.2926774131267929,-0.42623001504290287,1.1914379855160337,0.24198831185855807,-0.6201892226844657,0.33809616377248186,0.6487547716317403,1.0143927182504924,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,-1.3740508422516025,1.515243916193211,-0.13678822577626595,-0.8374896350934076,2.8714600848467184,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,-0.816496580927726,0.816496580927726,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,1.8732865381429853,-0.2446249870365339,-0.534873105367193,1.0882323412438057,-0.6855654600401044,0.6282411217206918,-0.6282411217206918
